Time(s),Strain(%)
128,-1.0215163678168048e-05
129,-0.00015842755643407077
130,0.00015298875505763388
131,7.312299146623193e-05
132,8.611656851878958e-05
133,9.087545559518097e-06
134,2.8450415353651145e-05
135,-7.896542301433596e-06
136,5.89404040660792e-05
137,0.00013770359986344202
138,-3.1286496674981706e-05
139,0.00012868497585937102
140,6.537856562013617e-05
141,-2.336237407238841e-05
142,0.00017950072487349697
143,-4.090468808222533e-05
144,-3.503996906684112e-05
145,-0.00011677678736675255
146,3.128489839214983e-05
147,1.5981419986322763e-05
148,-4.9049365779616105e-06
149,-5.504462029750742e-05
150,-5.7811796581529464e-05
151,-1.5030669480663697e-06
152,0.00021308964030729782
153,-2.283943340616902e-06
154,-0.00013591822630807353
155,-2.4794182281135807e-05
156,1.015516796499842e-05
157,4.989545095519142e-05
158,2.7560140130351913e-05
159,0.00016491396067348026
160,7.172219700057493e-05
161,7.879621777244383e-05
162,-5.413441203942399e-05
163,0.00012201090990083532
164,-0.00013715373703272805
165,-8.628120562570908e-05
166,-0.00010623105052008189
167,-8.966613264122396e-05
168,0.0001451494402305678
169,-6.632897656907754e-05
170,2.8370323305856612e-05
171,-3.3201416132288095e-05
172,7.892010167916082e-06
173,9.028913251559613e-06
174,0.00011855703402719114
175,-0.00016030950234835803
176,0.00010415753145183656
177,7.120806440808508e-05
178,6.339249607214559e-05
179,-9.257973935577912e-05
180,5.05523068721382e-05
181,-0.0001451657160603613
182,0.00016323516699642823
183,-0.00011957080845522495
184,8.243013619476979e-05
185,-0.00017269687736723584
186,5.937587099471272e-05
187,2.503440919238428e-05
188,2.7558977738943586e-05
189,-1.8880008413258583e-05
190,0.00019372073579196697
191,8.494934706822551e-05
192,5.041842965908516e-05
193,0.00017991448211316285
194,-6.848518260153374e-05
195,-4.0300549092393194e-05
196,8.75285017044539e-05
197,-9.974271696083642e-05
198,2.042466808944876e-05
199,-8.750371438782767e-05
200,0.00014578384531457867
201,-8.169586367440185e-05
202,-7.406027202315454e-05
203,2.4325713171543042e-05
204,0.00012996304071389894
205,-0.0001186503538821735
206,-3.698036331190578e-05
207,-0.00012118187740110341
208,-5.594813369796397e-05
209,5.313040832069809e-05
210,1.303303652578076e-05
211,-0.00013891939176023928
212,-5.850476203063964e-05
213,2.4056324262133808e-05
214,4.780579902998004e-05
215,0.00026431551728576494
216,0.00010224116286971286
217,-7.301899174990697e-05
218,-4.22201731203097e-05
219,-2.505649951273948e-05
220,-8.111031360402864e-05
221,0.00011045821042852904
222,-7.969788709667993e-05
223,9.868242631414128e-05
224,6.606988663552643e-05
225,3.991173734661877e-05
226,3.8603946744259286e-05
227,-9.80115142701185e-07
228,-0.0001015182495881157
229,-8.918524413181447e-06
230,-5.160259911683101e-05
231,1.7374703825223814e-05
232,5.254410160351913e-05
233,7.079128589577998e-05
234,1.5838860286227604e-05
235,-0.00023328815035748705
236,3.186540732809807e-05
237,-0.0001648079370458052
238,0.0001785114710758793
239,0.00010712868361035544
240,0.0001733624214013326
241,0.00010020998437924858
242,-6.633434366201684e-06
243,9.411480990953747e-05
244,9.726141427328078e-06
245,-0.00012735089804412667
246,1.2889067419531725e-05
247,-0.0001247269555141971
248,-3.2194164184488352e-06
249,0.00020620909101738883
250,9.609900956924157e-05
251,2.054152727434252e-05
252,-7.89017500363902e-05
253,8.446666365832875e-05
254,-2.316026761711199e-05
255,5.8634165937791964e-05
256,-0.00016502012422742033
257,-0.00018987800134443133
258,0.00022817819184663441
259,5.027585749511851e-06
260,-9.626325471565177e-05
261,-2.8497917114115444e-06
262,6.0544843422987804e-05
263,-0.0001070384686698025
264,-5.642007965387206e-06
265,2.475470498630615e-05
266,0.00010053687817136108
267,-8.900635042624703e-05
268,-7.702453123816816e-05
269,7.585379069747095e-05
270,5.8794992326994244e-05
271,-3.1894188443802985e-05
272,4.0936863192843384e-05
273,0.00018788181978030325
274,-0.00017550760273528536
275,-2.9201822742011008e-05
276,-3.6997028672024395e-05
277,-0.00016080429152895672
278,0.0001259274152381209
279,-0.0001797885865668578
280,3.80512200336139e-05
281,0.0001781896201087878
282,-2.6232864071319784e-05
283,5.7191005481568814e-05
284,-6.170335451641791e-06
285,0.00014317177905210867
286,-2.1913924196885334e-05
287,0.00011228667446827724
288,6.539139365208177e-05
289,-3.53499843433306e-05
290,0.0001087587139059107
291,-0.0001365587748951352
292,0.00010522948264565389
293,-0.0001487820949721757
294,4.851123407945595e-05
295,-0.0002488468695961779
296,-7.166414737962219e-05
297,-0.00012535388031750753
298,-8.396966327891265e-05
299,9.062822649386926e-05
300,-0.00011062317176027172
330,0.00015714681574876003
360,5.510467128852983e-05
390,-7.511374445301002e-05
420,2.274764310746019e-05
450,-4.5014218252405596e-05
480,-0.00020238083907331622
510,0.00014256059893096135
540,0.00016946378315051998
570,-5.874754465261656e-06
600,7.508689213020534e-05
630,0.00013328565316181377
660,9.875470772823349e-05
690,-2.6662691423400122e-05
720,6.732748525338934e-05
750,-0.00015778970247142625
780,0.00010885291227379526
810,2.761805400298415e-05
840,-9.210091521730375e-05
870,0.00013463961731355431
900,-2.669576016372598e-05
930,-0.00011907417927456635
960,0.00015165778858462547
990,-0.00014591517871814438
1020,0.00010887245112412734
1050,9.345748596114465e-05
1080,-6.013071185490219e-05
1110,8.307161259016293e-05
1140,-6.734136790260347e-05
1170,0.00017796229918047628
1200,-0.00013704085531042196
1230,-9.738578805707069e-06
1260,2.4773511633441158e-05
1290,3.70896032490843e-05
1320,3.041300656867886e-06
1350,-0.00010801097507708462
1380,-9.59605302166662e-05
1410,7.62205166361538e-05
1440,0.0001248829798179294
1470,0.00014266859676771213
1500,-2.2818676955546538e-05
1530,-5.159545429183901e-05
1560,-7.668726317208003e-05
1590,2.3240334391421434e-05
1620,-0.0001143812819129189
1650,5.0247766705251596e-05
1680,-7.901717852996231e-06
1710,6.902605511316255e-05
1740,7.443930963297004e-05
1770,0.00014088024542509474
1800,0.0001765711991692301
1830,0.00013510625707077462
1860,-4.4425363128304514e-05
1890,-7.771524472675681e-05
1920,2.646298794234197e-05
1950,8.162892567624686e-05
1980,7.205120538531792e-05
2010,8.625897236951608e-05
2040,-0.00016139024750612638
2070,-8.565225606518515e-06
2100,-7.62779998031351e-05
2130,4.9690327914529786e-05
2160,6.416319040921304e-05
2190,-6.4192318371538e-06
2220,0.00015129780778893017
2250,-1.1543047374903754e-06
2280,9.55852205089325e-05
2310,1.3337952931668893e-05
2340,8.191939272496806e-05
2370,-3.24009366495565e-05
2400,0.00014855612190356468
2430,1.3887944243474932e-05
2460,-1.4753024105202234e-05
2490,1.5524929365004936e-05
2520,-7.800956208697732e-05
2550,2.211992385702889e-05
2580,2.957278623215108e-07
2610,-4.3904555314247255e-05
2640,4.768095210354215e-05
2670,0.00011881201988316621
2700,2.615062902773337e-05
2730,-7.644609850292041e-05
2760,1.2413656648934815e-05
2790,-0.00012847283046333148
2820,0.00010876590420709454
2850,-4.810202038654517e-05
2880,-4.755981980236838e-05
2910,4.908001870684299e-05
2940,-2.994603157122315e-05
2970,2.6999664348427474e-05
3000,1.289159712776756e-05
3030,-0.00014718191460963437
3060,-3.257336940231456e-05
3090,-6.109740563948067e-05
3120,0.00012198317448604322
3150,3.757369982290264e-05
3180,-6.167398797852803e-05
3210,-3.7637594258138966e-05
3240,0.00022834549642322243
3270,3.328602493802183e-05
3300,1.7043520406020214e-05
3330,3.368974497075049e-05
3360,-4.573140303955451e-05
3390,-9.767977571561626e-05
3420,9.443293735440489e-05
3450,0.00021634180647985392
3480,0.0001269679287781382
3510,0.00011255891515799439
3540,0.00010117112707338931
3570,-2.9152429340281383e-05
3600,1.0249890760621796e-05
3630,-0.00013574773293959836
3660,2.670147707756938e-06
3690,-8.542235509622037e-05
3720,-2.6997859113759312e-05
3750,-8.281478326427924e-05
3780,-8.337406224408405e-05
3810,-4.517306055359392e-05
3840,3.7801573354156625e-05
3870,-0.00011017294757943468
3900,-4.634374127160843e-06
3930,-0.0002270689960443807
3960,8.138347804598446e-05
3990,1.4009927723741686e-05
4020,0.00014295708947866458
4050,0.00012252891620528916
4080,-0.00011653030782847339
4110,-0.00010437912804218792
4140,-0.00020295700213018587
4170,2.2187882411376674e-05
4200,-6.670463702558192e-05
4230,7.874876173797574e-05
4260,5.891962925511152e-05
4290,-3.512471102771355e-05
4320,4.711067563382363e-05
4350,3.13561559058479e-05
4380,-5.031919520349607e-05
4410,-5.790640136849838e-05
4440,-0.000268000616052868
4470,4.589394435241965e-05
4500,-7.233165244243226e-05
4530,8.916331534202898e-05
4560,4.887192470633989e-05
4590,-2.9542962022903836e-05
4620,-0.00015469574212218697
4650,0.0001623213582600316
4680,-0.00012458162583718288
4710,-8.728081234275097e-05
4740,0.00013571259562429472
4770,4.092543392143881e-05
4800,0.00010099229714470188
4830,0.00012574175355802288
4860,-3.196993456477039e-05
4890,-7.243043345264213e-05
4920,-0.00013224646736118532
4950,-3.621366887024459e-05
4980,8.590891422560817e-05
5010,4.864536612755588e-07
5040,-2.8556751331607527e-05
5070,-4.4751070099278425e-06
5100,-2.9069784211457463e-05
5130,5.413925468955575e-05
5160,-3.379105471943816e-05
5190,-5.727100592336611e-05
5220,-3.844458780094944e-05
5250,6.626497829670022e-05
5280,-2.526248971564346e-05
5310,-8.266464025267604e-06
5340,0.00014987819849125996
5370,1.4424155550374086e-05
5400,-7.696263501702163e-06
5430,-4.961426263328795e-05
5460,-4.205748981896568e-05
5490,5.7232746755517316e-05
5520,7.375382877047194e-05
5550,-0.00013205995959181607
5580,-1.1909570578328145e-05
5610,0.00012072737514178314
5640,-0.00020246421482360467
5670,2.674244263858345e-05
5700,0.00014583035582979313
5730,-3.1054944973488434e-05
5760,-0.000100067490487279
5790,2.1318697000950816e-06
5820,-1.697851067271504e-05
5850,0.0001308002519663485
5880,2.6242014056439058e-05
5910,8.228557866838983e-05
5940,0.00016172589689792346
5970,-6.323747013369503e-05
6000,-0.00018023670444153054
6030,0.00020671443796776697
6060,8.900078858418307e-05
6090,7.067398571076387e-05
6120,-1.5574967973661546e-05
6150,6.817377648126552e-06
6180,-1.7555373225338683e-05
6210,-0.00012332717659792062
6240,7.058214860421472e-05
6270,0.00010241170625137
6300,-7.254030833937982e-05
6330,3.6611873199752555e-05
6360,0.00020680352112093404
6390,-7.323536095573518e-05
6420,6.305359798823762e-05
6450,-3.59403185738507e-05
6480,3.721153401149575e-05
6510,-6.544559913966828e-05
6540,-5.948869473227485e-05
6570,9.758955670720903e-07
6600,8.895420887121987e-05
6630,8.1053421946559e-05
6660,0.0001343353139949735
6690,-0.0001502496026000859
6720,1.3902326290428966e-05
6750,9.299494880353467e-05
6780,1.4207869587149761e-05
6810,-1.10916164050736e-05
6840,0.00015886673762154435
6870,5.021715277766669e-05
6900,5.157987279059969e-05
6930,0.00010414297853007245
6960,-0.00012248616184174518
6990,0.00015166460717546152
7020,0.0001454462561421322
7050,-9.726085477328502e-05
7080,-7.450028536708648e-05
7110,9.339808193371383e-05
7140,-0.00012223595197849424
7170,7.468311324061676e-05
7200,-0.00016345165349918782
7230,5.288554867045172e-05
7260,2.535261426521292e-05
7290,2.942823984920006e-05
7320,-0.00016784296013249784
7350,-2.518419320682136e-05
7380,8.830511141825857e-05
7410,0.00010849904922766878
7440,-3.2235198115895274e-06
7470,0.00010445462889314928
7500,-7.098964797999989e-05
7530,8.87289448264338e-06
7560,2.707995363229152e-05
7590,-3.582933019575332e-05
7620,0.0001399179492640413
7650,5.9382341812660114e-05
7680,4.32435706348471e-06
7710,-0.00016139603618375238
7740,-5.412471773695729e-05
7770,9.606582568207064e-05
7800,0.00017633994172431492
7830,-2.4950252838175442e-05
7860,4.04999065818908e-05
7890,0.00014046402665309637
7920,0.00010419701273695782
7950,7.743924267049668e-05
7980,2.0281543418871826e-05
8010,-6.167790824221135e-05
8040,-3.257588870251291e-05
8070,0.00010574583959144453
8100,0.0002061904136738273
8130,4.4894431687739734e-05
8160,0.00012068004811880328
8190,-9.26558103205456e-05
8220,-0.00022799357205984495
8250,-3.2325527912718e-05
8280,7.534208277937205e-05
8310,5.377997850103342e-05
8340,9.782434221048227e-05
8370,0.000204696815544437
8400,-0.00011085708487632591
8430,6.284411493166615e-05
8460,2.6540210561223378e-05
8490,-2.0541007786518933e-05
8520,7.369502483721562e-05
8550,0.000123118852365727
8580,7.661773280184583e-05
8610,-9.328552837919334e-05
8640,0.00010423102716947338
8670,-8.609883379785802e-05
8700,-0.00011778787209529541
8730,0.00014974492756824364
8760,-0.00010579834917153138
8790,9.612212820451565e-05
8820,1.5418526486831556e-05
8850,4.2169070073871567e-05
8880,-0.0001855555865608545
8910,3.298468629810476e-05
8940,-2.2422574945799672e-05
8970,0.00014855512691874895
9000,4.973900440066216e-05
9030,3.575633695026168e-05
9060,5.5966117141696936e-05
9090,-5.5244554542494655e-05
9120,-0.00019492318152387813
9150,-1.1071622429638802e-05
9180,0.00011864756259277174
9210,-2.858158257980115e-05
9240,7.798995020695057e-05
9270,0.00020770277875062408
9300,-1.7239886166886896e-05
9330,4.8714448297598365e-05
9360,-3.5311053861117356e-05
9390,-0.00020603082732650768
9420,-3.9663398585016605e-05
9450,-2.0717468694360512e-05
9480,1.2794589061286316e-05
9510,-0.0001741322308220389
9540,4.9218145070896135e-05
9570,-1.933889252649584e-05
9600,3.625076812929657e-05
9630,0.0001049979307012589
9660,5.7788389504390014e-05
9690,-2.984328512463235e-05
9720,5.1737516066158756e-05
9750,-0.00017838024807177865
9780,-0.000108357408779224
9810,0.00011508722787673895
9840,-0.00019896208621186386
9870,-0.00016956890646339617
9900,7.952425068825513e-05
9930,0.00014348916768236157
9960,-3.6764529352671745e-05
9990,2.791880848867355e-06
9990,0.00010773190369152728
9991,8.72268032509252e-05
9992,2.826471452303449e-06
9993,-0.00016263521573213417
9994,4.73391156321987e-05
9995,-1.305438057984711e-05
9996,-0.00011645765931039836
9997,-3.652989188311961e-05
9998,-2.7195925494879782e-05
9999,0.00013392852705595832
10000,3.487635644926372e-05
10001,3.2491399624647966e-05
10002,4.003805411452954e-05
10003,0.0002840311580858778
10004,-8.754106349336681e-05
10005,-7.40811738806504e-05
10006,6.539076403863718e-05
10007,-7.689106084578291e-05
10008,2.246631879545027e-05
10009,8.552710165978393e-05
10010,5.503820660289628e-06
10011,-4.2183873759242794e-05
10012,0.00010675354940072762
10013,0.0002654147860737128
10014,0.0001463679506551845
10015,-7.73607903927621e-05
10016,4.2366309584426305e-05
10017,-3.9478854908516263e-05
10018,0.00015670866905409837
10019,0.00017059090055772738
10020,4.553749691682116e-05
10021,0.0001015079573613615
10022,-6.939338434344751e-05
10023,-1.1244832991565928e-05
10024,1.0079253808165084e-05
10025,0.0001022612249900035
10026,2.3189203670978138e-05
10027,-0.00010776453169979999
10028,0.00018871017839849994
10029,0.0001316713596280001
10030,3.3360137497255266e-05
10031,5.154226242179858e-05
10032,2.7823461198033822e-05
10033,5.903103934988903e-05
10034,-9.598311032761256e-05
10035,0.00010948372482021787
10036,-6.705865702976532e-06
10037,-8.132825158967236e-05
10038,-7.93695316481047e-05
10039,6.731117386220925e-05
10040,0.00011546128924105985
10041,0.0001013230625384477
10042,5.564428045869844e-05
10043,7.711129782346484e-05
10044,-0.00013200725489107131
10045,8.299572225013127e-05
10046,0.00018308722053329553
10047,1.8842219762207052e-05
10048,7.061590141207239e-05
10049,2.302716828986434e-05
10050,-9.917645753787949e-05
10051,6.996437402651097e-05
10052,-0.00013376093313530844
10053,5.7487507322004454e-05
10054,0.00010855600489463027
10055,-0.00014091959556970896
10056,-9.743482382909696e-05
10057,6.60875839614534e-05
10058,0.00012447751628030148
10059,-4.045217745851396e-06
10060,0.0001821309477079184
10061,5.093927806483694e-05
10062,0.0001187033568957306
10063,9.599217508734149e-05
10064,-5.347081961108116e-06
10065,0.00013207301372784627
10066,-0.00017048212772426453
10067,2.8591799792567902e-05
10068,0.00022081176650827695
10069,2.725332376737943e-05
10070,0.0001821952135400935
10071,-1.0513894397919898e-05
10072,-0.00020905099402472046
10073,-6.167987111936373e-05
10074,5.8543604797683206e-05
10075,0.00011539000425904684
10076,4.59255550039864e-05
10077,6.638395145098188e-05
10078,-0.0002591434321344356
10079,0.00010886369962478411
10080,1.6083793196198425e-05
10081,0.00010504489791630331
10082,-0.00016895076140383797
10083,-9.318219534310666e-05
10084,-5.726891085521439e-05
10085,-2.2706866514263167e-05
10086,-1.2083987625217523e-05
10087,8.270111157510797e-06
10088,-5.413172696579425e-05
10089,-4.324263644535973e-06
10090,0.00010775774732723412
10091,0.00019848148888027296
10092,-5.7853113250016376e-05
10093,-0.00016835719466327354
10094,-0.00020903980054188317
10095,-0.0001509306784158795
10096,5.5620890964097346e-05
10097,-0.00016919036536445288
10098,-6.133916513197637e-05
10099,-6.837234651658381e-05
10100,0.0001386925639174266
10101,-2.437532781219071e-05
10102,3.215288449446866e-05
10103,-8.392235509136941e-05
10104,-3.859052198821021e-05
10105,-5.0031118235638405e-05
10106,-0.00011908017913671636
10107,2.6431722992674902e-05
10108,3.7858220585978136e-05
10109,-6.695116175383655e-05
10110,4.565313386091337e-05
10111,-2.4909785575455897e-05
10112,2.6946067581323115e-05
10113,8.282851718918165e-05
10114,-2.996787729364903e-05
10115,1.1019253725552915e-05
10116,6.508545224411469e-05
10117,4.171126855488711e-05
10118,-5.557712458088414e-05
10119,-0.00013614561973322316
10120,5.2264201768520646e-05
10121,-2.4210163512094198e-05
10122,5.788485059568076e-05
10123,3.509177893863302e-05
10124,-2.2069536867840675e-05
10125,0.00012421126565196727
10126,9.897525838494943e-05
10127,0.00012752899408564997
10128,2.9727342703819128e-05
10129,5.7727769333156125e-05
10130,-7.264387848581663e-05
10131,0.0001972509872372145
10132,-3.6870866620780106e-05
10133,0.00021702987672209077
10134,6.087820350033996e-05
10135,-0.00011570456512102296
10136,0.00010906627700576388
10137,1.5106421925460759e-05
10138,-0.00014368628988745613
10139,1.7595923810667453e-05
10140,-7.963407351977914e-05
10141,-0.0001798057340827014
10142,-2.19042445002374e-06
10143,-3.3306408136007078e-06
10144,-5.7530323611722814e-05
10145,0.00014929756479266807
10146,1.2631823630126693e-05
10147,2.8032833187957276e-05
10148,0.0001277459220447237
10149,7.0173061706858e-06
10150,-0.00018573797445502093
10151,-2.4724319590842372e-05
10152,9.596516358324516e-05
10153,4.291739400177437e-05
10154,-1.5695691367401322e-05
10155,7.167951090363587e-05
10156,-2.008390442432884e-05
10157,-7.945713802929356e-06
10158,-9.989637193723163e-05
10159,3.7281957569062174e-05
10160,-7.809411430423836e-05
10161,-0.00019315299773452714
10162,-7.034022952082126e-05
10163,1.1769752466278818e-05
10164,-0.0001550611934439033
10165,7.571136427857452e-05
10166,2.6675013278572843e-05
10167,4.272651299355119e-06
10168,-2.7170282277885507e-05
10169,3.894541759248814e-05
10170,-7.943177520813598e-05
10171,0.00017209163033113836
10172,-1.024401374935398e-05
10173,5.180557558831182e-05
10174,-8.733707887621922e-05
10175,-4.5237293750542934e-05
10176,9.485666911114533e-05
10177,-8.163400481191852e-05
10178,5.67593011285911e-05
10179,4.3788079467072105e-05
10180,0.00013126329801837518
10181,0.00019275599841146236
10182,9.034880270213535e-06
10183,0.00016575022813634843
10184,-0.00011821081456456445
10185,-3.787975344754707e-05
10186,6.40109159424795e-05
10187,-8.061781100747882e-05
10188,8.076076895698761e-05
10189,0.00019171795569506995
10190,-2.479204066599759e-06
10191,-6.761090848684048e-05
10192,-4.017130471097152e-05
10193,-0.00020536683079862175
10194,-7.589178367344878e-05
10195,7.010358298975814e-05
10196,-4.7611853085102534e-05
10197,-8.432535105168325e-05
10198,-0.00022701073079039005
10199,9.040673237344191e-05
10200,-4.102858422969334e-05
10201,7.362132968632687e-05
10202,7.450391283437805e-05
10203,0.0001098032179859991
10204,-1.9118093609781993e-05
10205,6.313930741777978e-05
10206,4.3724411048906735e-05
10207,-0.0002832931362244106
10208,-6.369686587264639e-05
10209,0.00010658376627263027
10210,-8.493377557342356e-06
10211,4.8413206551516016e-05
10212,7.504653143572427e-05
10213,0.0002429284515941294
10214,4.882995979388245e-05
10215,0.00015825827978966972
10216,0.0002531278832332741
10217,-0.0001020022764991661
10218,0.00013302066893160084
10219,-6.653303598570114e-05
10220,4.5277029005140283e-05
10221,-4.7406755798159036e-05
10222,2.652657346137447e-05
10223,-0.0001230185209762592
10224,1.4737860655798377e-05
10225,0.00011370491940854388
10226,-4.575509724675073e-06
10227,-0.00016600857113481624
10228,0.00012521907683337574
10229,6.706618875590755e-05
10230,-8.415046628880623e-05
10231,4.4385753449445225e-05
10232,3.729747044208307e-05
10233,0.00024200778358912883
10234,5.274253789269896e-05
10235,-0.00010327833886988708
10236,-4.754409577049982e-05
10237,-1.006370677032761e-05
10238,4.530231664472117e-05
10239,7.773247842345236e-05
10240,-7.442866587964182e-05
10241,5.582839263546791e-05
10242,6.150125910905925e-05
10243,4.2919863423772075e-05
10244,-1.6193846073433816e-05
10245,-5.612869131531309e-05
10246,-8.96190585060814e-06
10247,-0.00023224378868619332
10248,-0.00014079183380957545
10249,-5.8706956101930044e-06
10250,-0.00011098081214721752
10251,0.00024607811636488214
10252,0.0002101323341376727
10253,-1.3365518456251255e-05
10254,2.2342702767647733e-05
10255,-5.892489352045679e-06
10256,0.00010216375890821515
10257,-5.733297804196571e-05
10258,0.00012721119056311546
10259,-0.00017355580539568283
10260,9.524285398935423e-05
10261,6.433193919104929e-05
10262,0.00011823868620089697
10263,6.870507948937552e-05
10264,0.00018232958278621169
10265,3.200998476514131e-05
10266,-2.6224435417369527e-05
10267,-3.573541048734143e-05
10268,0.00010076034706113966
10269,9.994756828314958e-05
10270,-4.8997323757957345e-05
10271,-3.425179368805126e-05
10272,-8.143037278171316e-05
10273,6.345494455359186e-05
10274,0.00012993318012898108
10275,-0.00012516287187728684
10276,7.219746342068381e-05
10277,-9.746312279903795e-05
10278,-3.626497930994616e-05
10279,-6.511207864352249e-05
10280,0.0001362049010865075
10281,-0.00012982834945661592
10282,3.685870636500139e-05
10283,-5.933299966048319e-05
10284,8.725127567952367e-05
10285,2.511774247805274e-05
10286,-6.40990483516825e-05
10287,9.35201896016024e-05
10288,-9.400377301111245e-05
10289,0.00017469886247386824
10290,0.0002193447695265027
10320,5.120097378609754e-05
10350,-5.637578602995822e-05
10380,0.00025960972456965466
10410,-0.00010728707628099976
10440,2.1958671836902905e-05
10470,-0.00028719168127754274
10500,-5.255481923952387e-05
10530,0.00012826118881583033
10560,0.00011234283566334793
10590,0.00011488662804354489
10620,3.3200488095629067e-05
10650,-2.9026004310517234e-05
10680,-6.767082237403308e-05
10710,-2.438890400227405e-05
10740,3.9177943435711885e-05
10770,3.029848173457352e-05
10800,-7.878454572202732e-05
10830,6.150986449069207e-05
10860,0.00014259288819713363
10890,0.00019819349451893531
10920,-2.862040811176479e-07
10950,0.00010325597006890314
10980,0.00022288028252793142
11010,8.393187999242883e-05
11040,5.3772932173750434e-05
11070,0.00014618497101882188
11100,0.00023942807746338125
11130,-6.45904408496097e-05
11160,-9.583414579969075e-06
11190,5.716905446376851e-05
11220,1.1715993468192061e-05
11250,-5.6108201161107986e-05
11280,-5.0340844124325915e-05
11310,-0.00010558208068320956
11340,-7.513693733344209e-05
11370,7.31292297848031e-05
11400,-3.4059254099267906e-05
11430,0.00018938860683289301
11460,9.242004444542207e-05
11490,-2.12060948975602e-05
11520,3.8721530218863224e-05
11550,-7.028300885951934e-05
11580,0.00015198317165760104
11610,-1.4264006314471589e-05
11640,-9.059469340919018e-05
11670,-3.6830613046003154e-05
11700,-1.992103968227238e-05
11730,0.00018997268315358316
11760,-9.814791727483487e-05
11790,-7.755598387069334e-06
11820,0.00010999417849492979
11850,-8.888156002199944e-05
11880,9.36819490855617e-05
11910,0.00017936957715067523
11940,-0.00017422884261261397
11970,-9.7850725722747e-05
12000,-0.0001897504922824825
12030,1.576756598556553e-05
12060,9.562225843324927e-05
12090,0.00014527965346853384
12120,-6.697746723952263e-05
12150,-1.946323847267629e-05
12180,7.6463066981456e-05
12210,3.713361455796117e-05
12240,-0.00012125205058932827
12270,0.0001717277198648711
12300,4.1160063811802995e-05
12330,-6.0876421209121894e-05
12360,8.362074348525004e-06
12390,-0.00010217930360034324
12420,-2.057358643022226e-05
12450,0.00027614132773851334
12480,-3.4028954292597255e-05
12510,-0.00010977277256655932
